Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type,EKF Detector
-0.1,4,166,-14,0,0,52.39334022,0.7,762.7,-0.29,-0.65,0.727,8830,0:08:17,52.8,6,91,325,,0,15:03:55,11:04:15,5/24/2022,28.5700562,-118.1184208,11RLM 90614 60863,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.87,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,-0.4,761.6,0.07,-0.65,0.727,8832.8,0:08:18,54.3,6,91,326,,0,15:03:55,11:04:16,5/24/2022,28.5700562,-118.1184208,11RLM 90614 60863,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.88,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.1,762.1,-1.03,-0.65,0.727,8832.8,0:08:19,55.5,6,91,326,,0,15:03:55,11:04:17,5/24/2022,28.8233062,-117.9239147,11RMM 09856 88760,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.9,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.6,762.6,-0.51,-0.65,0.727,8835.4,0:08:20,56.7,6,91,327,,0,15:03:55,11:04:18,5/24/2022,28.8233062,-117.9239147,11RMM 09856 88760,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.96,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0,762,-1.57,-0.65,0.727,8835.4,0:08:21,58.6,6,91,328,,0,15:03:55,11:04:19,5/24/2022,28.8233062,-117.9239147,11RMM 09856 88760,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.97,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.5,762.5,-0.59,-0.65,0.727,8838.3,0:08:22,59.5,6,91,328,,0,15:03:55,11:04:20,5/24/2022,28.8233062,-117.9239147,11RMM 09856 88760,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.01,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,-0.8,761.2,-0.99,-0.65,0.727,8838.3,0:08:23,61.4,6,91,328,,0,15:03:55,11:04:21,5/24/2022,28.955732,-118.081905,11RLN 94574 03563,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.01,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,-0.4,761.6,-1.35,-0.65,0.727,8840.9,0:08:24,62.6,6,91,329,,0,15:03:55,11:04:22,5/24/2022,28.955732,-118.081905,11RLN 94574 03563,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.06,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.3,762.3,-1.03,-0.65,0.727,8840.9,0:08:25,63.8,6,91,329,,0,15:03:55,11:04:23,5/24/2022,28.955732,-118.081905,11RLN 94574 03563,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.1,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.2,762.1,-0.64,-0.65,0.727,8843.9,0:08:26,66,6,91,330,,0,15:03:55,11:04:24,5/24/2022,28.955732,-118.081905,11RLN 94574 03563,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.12,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.2,762.2,-0.72,-0.65,0.727,8846.4,0:08:27,67.2,6,91,330,,0,15:03:55,11:04:25,5/24/2022,28.689463,-117.9268561,11RMM 09453 73933,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.15,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.7,762.7,-1.34,-0.65,0.727,8846.4,0:08:28,68.5,6,91,330,,0,15:03:55,11:04:26,5/24/2022,28.689463,-117.9268561,11RMM 09453 73933,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.15,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,-0.3,761.7,-0.56,-0.65,0.727,8849.4,0:08:29,70.1,6,91,331,,0,15:03:55,11:04:27,5/24/2022,28.689463,-117.9268561,11RMM 09453 73933,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.21,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,-0.1,761.9,-0.57,-0.65,0.727,8849.4,0:08:30,71.4,6,91,331,,0,15:03:55,11:04:28,5/24/2022,28.689463,-117.9268561,11RMM 09453 73933,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.23,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.1,762,-0.96,-0.65,0.727,8852,0:08:31,73.2,6,91,331,,0,15:03:55,11:04:29,5/24/2022,28.577627,-118.2682755,11RLM 75965 61848,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.28,0,0,0,1,1
-0.2,4.1,166,-14,0,0,52.39334022,0.5,762.5,-1.18,-0.65,0.727,8852,0:08:32,74.5,6,91,332,,0,15:03:55,11:04:30,5/24/2022,28.577627,-118.2682755,11RLM 75965 61848,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.3,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,-0.5,761.5,-0.71,-0.65,0.727,8854.6,0:08:33,75.7,6,91,332,,0,15:03:55,11:04:31,5/24/2022,28.577627,-118.2682755,11RLM 75965 61848,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.32,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.6,762.6,-0.42,-0.65,0.727,8856.9,0:08:34,78,6,91,332,,0,15:03:55,11:04:32,5/24/2022,28.577627,-118.2682755,11RLM 75965 61848,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.33,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.1,762.1,-1.19,-0.65,0.727,8856.9,0:08:35,79.2,6,91,332,,0,15:03:55,11:04:33,5/24/2022,28.3880729,-118.2963096,11RLM 72997 40875,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.37,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.3,762.2,-0.88,-0.65,0.727,8859.5,0:08:36,80.5,6,91,333,,0,15:03:55,11:04:34,5/24/2022,28.3880729,-118.2963096,11RLM 72997 40875,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.37,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.3,762.2,-0.76,-0.65,0.727,8861.7,0:08:37,82,6,91,333,,0,15:03:55,11:04:35,5/24/2022,28.3880729,-118.2963096,11RLM 72997 40875,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.41,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,-0.3,761.7,-0.52,-0.65,0.727,8861.7,0:08:38,83.3,6,91,333,,0,15:03:55,11:04:36,5/24/2022,28.3880729,-118.2963096,11RLM 72997 40875,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.44,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.1,762.1,-0.64,-0.65,0.727,8864.3,0:08:39,85.2,6,91,333,,0,15:03:55,11:04:37,5/24/2022,28.3880729,-118.2963096,11RLM 72997 40875,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.46,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0,762,-0.99,-0.65,0.727,8864.3,0:08:40,86.5,6,91,334,,0,15:03:55,11:04:38,5/24/2022,28.9082517,-118.1392394,11RLM 88936 98354,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.48,0,0,0,1,1
0.1,5.1,166,-14,0,0,52.39334022,-0.4,761.5,-1.03,-0.65,0.727,8867.3,0:08:41,88.1,6,91,334,,50,15:03:55,11:04:39,5/24/2022,28.9082517,-118.1392394,11RLM 88936 98354,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.51,0.5,0.2,0.3,1,1
-3.6,4.8,202,22,36,0,52.39334022,-0.3,761.7,-1.58,-0.65,0.727,8867.3,0:08:42,88.9,6,91,335,,0,15:03:55,11:04:40,5/24/2022,28.9082517,-118.1392394,11RLM 88936 98354,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.53,2.7,1.5,3.7,1,1
-0.5,3.1,204,24,2,0,52.39334022,-0.5,761.4,-0.37,-0.65,0.727,8869.8,0:08:43,89.6,6,91,335,,0,15:03:55,11:04:41,5/24/2022,28.8762253,-117.7120888,11RMM 30559 94480,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0.6,0.2,0.3,1,1
-0.5,3.1,203,23,-1,0,52.39334022,0.1,762,-0.7,-0.65,0.727,8872,0:08:44,91.2,6,91,336,,0,15:03:55,11:04:42,5/24/2022,28.8762253,-117.7120888,11RMM 30559 94480,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
-0.5,3.2,202,22,-1,0,52.39334022,0.3,762.3,-0.48,-0.65,0.727,8872,0:08:45,92.1,6,91,337,,0,15:03:55,11:04:43,5/24/2022,28.8762253,-117.7120888,11RMM 30559 94480,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
-0.5,3.2,201,21,-1,0,52.39334022,0.1,762.1,-0.65,-0.65,0.727,8874.6,0:08:46,93,6,91,337,,0,15:03:55,11:04:44,5/24/2022,28.8762253,-117.7120888,11RMM 30559 94480,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
-0.4,3.1,200,20,-1,0,52.39334022,-0.6,761.4,-0.64,-0.65,0.727,8876.6,0:08:47,94,6,91,338,,0,15:03:55,11:04:45,5/24/2022,28.8762253,-117.7120888,11RMM 30559 94480,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
-0.4,3.1,199,19,-1,0,52.39334022,0,762,-0.75,-0.65,0.727,8876.6,0:08:48,95.2,6,91,339,,0,15:03:55,11:04:46,5/24/2022,28.5492737,-118.6668174,11RLM 36940 59184,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
-0.4,3.1,199,19,0,0,52.39334022,-0.2,761.8,-1.03,-0.65,0.727,8878.8,0:08:49,96.6,6,91,339,,0,15:03:55,11:04:47,5/24/2022,28.5492737,-118.6668174,11RLM 36940 59184,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
-0.3,3.1,198,18,-1,0,52.39334022,-0.1,761.9,-0.3,-0.65,0.727,8881.4,0:08:50,97.6,6,91,340,,0,15:03:55,11:04:48,5/24/2022,28.5492737,-118.6668174,11RLM 36940 59184,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
-0.3,3.1,198,18,0,0,52.39334022,0.2,762.1,-0.74,-0.65,0.727,8881.4,0:08:51,98.9,6,91,340,,0,15:03:55,11:04:49,5/24/2022,28.5492737,-118.6668174,11RLM 36940 59184,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
-0.2,3.1,197,17,-1,0,52.39334022,-1.2,760.8,-1.13,-0.65,0.727,8883.7,0:08:52,100,6,91,341,,0,15:03:55,11:04:50,5/24/2022,28.7517619,-118.2424369,11RLM 78693 81116,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
-0.1,3,197,17,0,0,52.39334022,-0.1,761.9,-0.49,-0.65,0.727,8886.3,0:08:53,101.5,6,91,342,,0,15:03:55,11:04:51,5/24/2022,28.7517619,-118.2424369,11RLM 78693 81116,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
-0.1,3,197,17,0,0,52.39334022,0.3,762.3,-0.58,-0.65,0.727,8886.3,0:08:54,102.6,6,91,342,,0,15:03:55,11:04:52,5/24/2022,28.7517619,-118.2424369,11RLM 78693 81116,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
0,3,196,16,-1,0,52.39334022,0.3,762.3,-0.59,-0.65,0.727,8888.6,0:08:55,103.9,6,91,342,,0,15:03:55,11:04:53,5/24/2022,28.7517619,-118.2424369,11RLM 78693 81116,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
0,3,196,16,0,0,52.39334022,-0.5,761.5,-0.53,-0.65,0.727,8888.6,0:08:56,105,6,91,343,,0,15:03:55,11:04:54,5/24/2022,28.5447522,-118.0694532,11RLM 95378 58016,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
0,3,196,16,0,0,52.39334022,0,762,-1.1,-0.65,0.727,8891.8,0:08:57,106.1,6,91,343,,0,15:03:55,11:04:55,5/24/2022,28.5447522,-118.0694532,11RLM 95378 58016,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
0.1,2.9,196,16,0,0,52.39334022,0.7,762.7,-0.8,-0.65,0.727,8894.1,0:08:58,108,6,91,344,,0,15:03:55,11:04:56,5/24/2022,28.5447522,-118.0694532,11RLM 95378 58016,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0.1,2.9,196,16,0,0,52.39334022,0.2,762.2,-0.83,-0.65,0.727,8894.1,0:08:59,109.1,6,91,344,,0,15:03:55,11:04:57,5/24/2022,28.5447522,-118.0694532,11RLM 95378 58016,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0.1,2.9,195,15,-1,0,52.39334022,0.1,762.1,-0.74,-0.65,0.727,8896.7,0:09:00,110.2,6,91,345,,0,15:03:55,11:04:58,5/24/2022,28.5447522,-118.0694532,11RLM 95378 58016,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,-0.3,761.7,-0.96,-0.65,0.727,8896.7,0:09:01,111.3,6,91,345,,0,15:03:55,11:04:59,5/24/2022,29.1348395,-118.4026024,11RLN 63557 23738,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.4,762.4,-1.14,-0.65,0.727,8899.3,0:09:02,112.5,6,91,345,,0,15:03:55,11:05:00,5/24/2022,29.1348395,-118.4026024,11RLN 63557 23738,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0,762,-0.6,-0.65,0.727,8901.6,0:09:03,114.5,6,91,346,,0,15:03:55,11:05:01,5/24/2022,29.1348395,-118.4026024,11RLN 63557 23738,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.7,762.7,-0.9,-0.65,0.727,8901.6,0:09:04,115.6,6,91,346,,0,15:03:55,11:05:02,5/24/2022,29.1348395,-118.4026024,11RLN 63557 23738,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.4,761.6,-0.34,-0.65,0.727,8904.2,0:09:05,116.7,6,91,347,,0,15:03:55,11:05:03,5/24/2022,29.1348395,-118.4026024,11RLN 63557 23738,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.3,761.7,-0.99,-0.65,0.727,8904.2,0:09:06,118.1,6,91,347,,0,15:03:55,11:05:04,5/24/2022,28.5857021,-118.0385562,11RLM 98440 62526,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,0,762,-1.24,-0.65,0.727,8906.4,0:09:07,119.8,6,91,347,,0,15:03:55,11:05:05,5/24/2022,28.5857021,-118.0385562,11RLM 98440 62526,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.57,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.4,761.6,-0.1,-0.65,0.727,8906.4,0:09:08,120.4,6,91,348,,0,15:03:55,11:05:06,5/24/2022,28.5857021,-118.0385562,11RLM 98440 62526,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,1,763,-0.29,-0.65,0.727,8909.7,0:09:09,122.4,6,91,348,,0,15:03:55,11:05:07,5/24/2022,28.6343485,-118.1963944,11RLM 83058 68060,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.6,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.2,761.8,-1.34,-0.65,0.727,8911.9,0:09:10,123.6,6,91,348,,0,15:03:55,11:05:08,5/24/2022,28.6343485,-118.1963944,11RLM 83058 68060,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.62,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.3,761.6,-0.95,-0.65,0.727,8911.9,0:09:11,125.3,6,91,349,,0,15:03:55,11:05:09,5/24/2022,28.6343485,-118.1963944,11RLM 83058 68060,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.1,761.9,-0.67,-0.65,0.727,8914.5,0:09:12,126.5,6,91,349,,0,15:03:55,11:05:10,5/24/2022,28.6343485,-118.1963944,11RLM 83058 68060,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.2,762.2,-0.88,-0.65,0.727,8916.8,0:09:13,127.9,6,91,349,,0,15:03:55,11:05:11,5/24/2022,28.6343485,-118.1963944,11RLM 83058 68060,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.4,762.4,-0.38,-0.65,0.727,8916.8,0:09:14,129.1,6,91,350,,0,15:03:55,11:05:12,5/24/2022,26.4410193,-112.6831662,12RUQ 32171 25623,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.66,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0,762,-0.18,-0.65,0.727,8919.4,0:09:15,130.3,6,91,350,,0,15:03:55,11:05:13,5/24/2022,26.4410193,-112.6831662,12RUQ 32171 25623,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.68,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.1,762.1,-1.39,-0.65,0.727,8921.7,0:09:16,132.3,6,91,350,,0,15:03:55,11:05:14,5/24/2022,26.4410193,-112.6831662,12RUQ 32171 25623,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.69,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.6,762.6,-0.46,-0.65,0.727,8921.7,0:09:17,133.5,6,91,350,,0,15:03:55,11:05:15,5/24/2022,26.4410193,-112.6831662,12RUQ 32171 25623,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.69,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0,762,-0.19,-0.65,0.727,8924.3,0:09:18,134.7,6,91,351,,0,15:03:55,11:05:16,5/24/2022,26.3003147,-112.0474519,12RUQ 95437 09365,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.1,762.1,-0.85,-0.65,0.727,8924.3,0:09:19,135.9,6,91,351,,0,15:03:55,11:05:17,5/24/2022,26.3003147,-112.0474519,12RUQ 95437 09365,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.69,0,0,0,1,1
0.1,2.8,195,15,0,0,52.39334022,0,762,-0.03,-0.65,0.727,8926.5,0:09:20,137.9,6,91,351,,0,15:03:55,11:05:18,5/24/2022,26.3003147,-112.0474519,12RUQ 95437 09365,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.4,762.4,-0.75,-0.65,0.727,8929.2,0:09:21,139.1,6,91,351,,0,15:03:55,11:05:19,5/24/2022,26.3003147,-112.0474519,12RUQ 95437 09365,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,-0.2,761.8,-0.94,-0.65,0.727,8929.2,0:09:22,140.3,6,91,352,,0,15:03:55,11:05:20,5/24/2022,26.138975,-113.5383218,12RTP 46219 93552,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.2,761.8,-0.25,-0.65,0.727,8931.8,0:09:23,141.5,6,91,352,,0,15:03:55,11:05:21,5/24/2022,26.138975,-113.5383218,12RTP 46219 93552,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.69,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0.1,762.1,-0.3,-0.65,0.727,8931.8,0:09:24,142.7,6,91,352,,0,15:03:55,11:05:22,5/24/2022,26.138975,-113.5383218,12RTP 46219 93552,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,0.7,762.7,-0.05,-0.65,0.727,8934.1,0:09:25,144.8,6,91,352,,0,15:03:55,11:05:23,5/24/2022,26.138975,-113.5383218,12RTP 46219 93552,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0.1,2.8,195,15,0,0,52.39334022,0,762,-1.07,-0.65,0.727,8936.6,0:09:26,146,6,91,353,,0,15:03:55,11:05:24,5/24/2022,26.138975,-113.5383218,12RTP 46219 93552,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.71,0,0,0,1,1
0,2.8,195,15,0,0,52.39334022,0.9,762.9,-0.53,-0.65,0.727,8936.6,0:09:27,147.4,6,91,353,,0,15:03:55,11:05:25,5/24/2022,27.0325787,-112.3066037,12RUQ 70395 90715,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.68,0,0,0,1,1
0,2.8,195,15,0,0,52.39334022,0.5,762.5,-0.69,-0.65,0.727,8938.8,0:09:28,148.6,6,91,353,,0,15:03:55,11:05:26,5/24/2022,27.0325787,-112.3066037,12RUQ 70395 90715,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.68,0,0,0,1,1
0,2.8,195,15,0,0,52.39334022,0.3,762.3,-1.37,-0.65,0.727,8940.8,0:09:29,149.9,6,91,353,,0,15:03:55,11:05:27,5/24/2022,27.0325787,-112.3066037,12RUQ 70395 90715,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.68,0,0,0,1,1
0,2.8,195,15,0,0,52.39334022,-0.2,761.8,-0.54,-0.65,0.727,8940.8,0:09:30,151.1,6,91,353,,0,15:03:55,11:05:28,5/24/2022,27.2248612,-112.4481064,12RUR 56603 12170,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.66,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,0.9,762.9,0.17,-0.65,0.727,8943.4,0:09:31,153.2,6,91,354,,0,15:03:55,11:05:29,5/24/2022,27.2248612,-112.4481064,12RUR 56603 12170,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.2,761.8,-0.61,-0.65,0.727,8945.8,0:09:32,154.5,6,91,354,,0,15:03:55,11:05:30,5/24/2022,27.2248612,-112.4481064,12RUR 56603 12170,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.66,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,0.5,762.5,-0.46,-0.65,0.727,8945.8,0:09:33,156.3,6,91,354,,0,15:03:55,11:05:31,5/24/2022,27.2248612,-112.4481064,12RUR 56603 12170,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,0.9,762.9,-0.35,-0.65,0.727,8948.3,0:09:34,157.4,6,91,354,,0,15:03:55,11:05:32,5/24/2022,27.2248612,-112.4481064,12RUR 56603 12170,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.64,0,0,0.1,1,1
0,2.9,195,15,0,0,52.39334022,0.4,762.4,0.5,-0.65,0.727,8950.6,0:09:35,158.9,6,91,355,,0,15:03:55,11:05:33,5/24/2022,26.614107,-111.9662372,12RVQ 03806 44058,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.62,0,0,0,1,1
0,2.9,195,15,0,0,52.39334022,-0.1,761.9,-0.14,-0.65,0.727,8950.6,0:09:36,159.6,6,91,355,,0,15:03:55,11:05:34,5/24/2022,26.614107,-111.9662372,12RVQ 03806 44058,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.59,0,0,0,1,1
0.1,2.9,195,15,0,0,52.39334022,0,762,-0.27,-0.65,0.727,8953.2,0:09:37,161.4,6,91,355,,0,15:03:55,11:05:35,5/24/2022,26.614107,-111.9662372,12RVQ 03806 44058,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,112.55,0,0,0.1,1,1
